path,category,reason,risk,size,ref_count,last_commit,recommendation,source
tests\test_reflection_controller.py,unreferenced,No references found (ref_count: 0),LOW,18795,0,065c05c8,QUARANTINE,primary
tests\test_reflection_integration.py,unreferenced,No references found (ref_count: 0),LOW,17256,0,065c05c8,QUARANTINE,primary
tests\test_router.py,unreferenced,No references found (ref_count: 0),LOW,21203,0,7810265e,QUARANTINE,primary
tests\test_router_v9.py,unreferenced,No references found (ref_count: 0),LOW,3586,0,065c05c8,QUARANTINE,primary
tests\test_security_handler.py,unreferenced,No references found (ref_count: 0),LOW,9728,0,065c05c8,QUARANTINE,primary
tests\test_self_improvement_manager.py,unreferenced,No references found (ref_count: 0),LOW,25004,0,065c05c8,QUARANTINE,primary
tests\test_smart_gpt_api_manager_v1.py,unreferenced,No references found (ref_count: 0),LOW,1851,0,065c05c8,QUARANTINE,primary
tests\test_stillme_behavior_matrix.py,unreferenced,No references found (ref_count: 0),LOW,42667,0,065c05c8,QUARANTINE,primary
tests\test_supervisor_flow.py,unreferenced,No references found (ref_count: 0),LOW,5959,0,065c05c8,QUARANTINE,primary
tests\test_token_optimizer_v1.py,unreferenced,No references found (ref_count: 0),LOW,6038,0,065c05c8,QUARANTINE,primary
tests\test_verifier.py,unreferenced,No references found (ref_count: 0),LOW,5488,0,065c05c8,QUARANTINE,primary
tests\test_web_access_v2.py,unreferenced,No references found (ref_count: 0),LOW,23888,0,unknown,QUARANTINE,primary
tests\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,23,0,dde1d77f,REVIEW,primary
tests_harness\cost_calculator.py,unreferenced,No references found (ref_count: 0),MEDIUM,13990,0,5daf33aa,REVIEW,primary
tests_harness\demo_augmentation.py,unreferenced,No references found (ref_count: 0),MEDIUM,6721,0,5daf33aa,REVIEW,primary
tests_harness\demo_comprehensive_test.py,unreferenced,No references found (ref_count: 0),LOW,15404,0,ee7ef7bd,QUARANTINE,primary
tests_harness\demo_optimization.py,unreferenced,No references found (ref_count: 0),MEDIUM,2176,0,a74680b0,REVIEW,primary
tests_harness\README_TESTS.md,unreferenced,No references found (ref_count: 0),LOW,7661,0,39058dc2,QUARANTINE,primary
tests_harness\seed_generator.py,unreferenced,No references found (ref_count: 0),MEDIUM,11765,0,5daf33aa,REVIEW,primary
tests_harness\simple_demo.py,unreferenced,No references found (ref_count: 0),MEDIUM,8746,0,5daf33aa,REVIEW,primary
tests_harness\simple_html_report.py,unreferenced,No references found (ref_count: 0),MEDIUM,20749,0,ee7ef7bd,REVIEW,primary
tests_harness\augmentor\augment_runner.py,unreferenced,No references found (ref_count: 0),MEDIUM,14205,0,5daf33aa,REVIEW,primary
tests_harness\augmentor\backtranslate.py,unreferenced,No references found (ref_count: 0),MEDIUM,14193,0,5daf33aa,REVIEW,primary
tests_harness\augmentor\paraphraser.py,unreferenced,No references found (ref_count: 0),MEDIUM,9914,0,5daf33aa,REVIEW,primary
tests_harness\benchmarking\performance_benchmark.py,unreferenced,No references found (ref_count: 0),MEDIUM,20700,0,unknown,REVIEW,primary
tests_harness\evaluators\agentdev_eval.py,unreferenced,No references found (ref_count: 0),MEDIUM,21954,0,2329240f,REVIEW,primary
tests_harness\evaluators\efficiency_eval.py,unreferenced,No references found (ref_count: 0),MEDIUM,18283,0,2329240f,REVIEW,primary
tests_harness\evaluators\persona_eval.py,unreferenced,No references found (ref_count: 0),MEDIUM,16987,0,ee7ef7bd,REVIEW,primary
tests_harness\evaluators\safety_eval.py,unreferenced,No references found (ref_count: 0),MEDIUM,21930,0,ee7ef7bd,REVIEW,primary
tests_harness\evaluators\translation_eval.py,unreferenced,No references found (ref_count: 0),MEDIUM,28012,0,ee7ef7bd,REVIEW,primary
tests_harness\optimization\optimization_analyzer.py,unreferenced,No references found (ref_count: 0),MEDIUM,66646,0,128def0f,REVIEW,primary
tests_harness\optimization\slo_policy.py,unreferenced,No references found (ref_count: 0),MEDIUM,16012,0,128def0f,REVIEW,primary
tests_harness\runners\real_test_runner.py,unreferenced,No references found (ref_count: 0),LOW,22255,0,ee7ef7bd,QUARANTINE,primary
tests_harness\runners\run_all.py,unreferenced,No references found (ref_count: 0),MEDIUM,8227,0,a74680b0,REVIEW,primary
tools\check_crlf_precommit.py,unreferenced,No references found (ref_count: 0),MEDIUM,1315,0,unknown,REVIEW,primary
tools\check_null_bytes_precommit.py,unreferenced,No references found (ref_count: 0),MEDIUM,1301,0,unknown,REVIEW,primary
tools\clean_test_artifacts.bat,unreferenced,No references found (ref_count: 0),LOW,676,0,unknown,QUARANTINE,primary
tools\clean_test_artifacts.sh,unreferenced,No references found (ref_count: 0),LOW,502,0,unknown,QUARANTINE,primary
tools\find_candidates.py,unreferenced,No references found (ref_count: 0),MEDIUM,19558,0,unknown,REVIEW,primary
tools\fresh_venv.bat,unreferenced,No references found (ref_count: 0),MEDIUM,799,0,unknown,REVIEW,primary
tools\fresh_venv.sh,unreferenced,No references found (ref_count: 0),MEDIUM,747,0,unknown,REVIEW,primary
tools\normalize_encoding.py,unreferenced,No references found (ref_count: 0),MEDIUM,5768,0,unknown,REVIEW,primary
tools\pytest_bisect.py,unreferenced,No references found (ref_count: 0),LOW,4094,0,unknown,QUARANTINE,primary
tools\quarantine_move.py,unreferenced,No references found (ref_count: 0),MEDIUM,12012,0,unknown,REVIEW,primary
tools\repo_inventory.py,unreferenced,No references found (ref_count: 0),MEDIUM,19079,0,unknown,REVIEW,primary
tools\restore_from_graveyard.py,unreferenced,No references found (ref_count: 0),MEDIUM,724,0,unknown,REVIEW,primary
tools\run_redteam.py,unreferenced,No references found (ref_count: 0),MEDIUM,6688,0,065c05c8,REVIEW,primary
tools\scan_null_bytes.py,unreferenced,No references found (ref_count: 0),MEDIUM,5113,0,unknown,REVIEW,primary
agent_dev.py,unreferenced,No references found (ref_count: 0),MEDIUM,30849,0,065c05c8,REVIEW,primary
api_server.py,unreferenced,No references found (ref_count: 0),MEDIUM,3954,0,065c05c8,REVIEW,primary
app_with_core.py,unreferenced,No references found (ref_count: 0),MEDIUM,7855,0,unknown,REVIEW,primary
content_integrity_filter.py,unreferenced,No references found (ref_count: 0),MEDIUM,13870,0,unknown,REVIEW,primary
create_zip.py,unreferenced,No references found (ref_count: 0),MEDIUM,1173,0,795ffb24,REVIEW,primary
daily_learning_session.py,unreferenced,No references found (ref_count: 0),MEDIUM,11202,0,065c05c8,REVIEW,primary
debug_app_flow.py,unreferenced,No references found (ref_count: 0),MEDIUM,4019,0,unknown,REVIEW,primary
debug_app_full_flow.py,unreferenced,No references found (ref_count: 0),MEDIUM,4608,0,unknown,REVIEW,primary
debug_app_web_request.py,unreferenced,No references found (ref_count: 0),MEDIUM,4048,0,unknown,REVIEW,primary
debug_backend.py,unreferenced,No references found (ref_count: 0),MEDIUM,1471,0,unknown,REVIEW,primary
debug_full_flow.py,unreferenced,No references found (ref_count: 0),MEDIUM,4015,0,unknown,REVIEW,primary
debug_web_search.py,unreferenced,No references found (ref_count: 0),MEDIUM,2248,0,unknown,REVIEW,primary
desktop_app_server_config.py,unreferenced,No references found (ref_count: 0),MEDIUM,4388,0,065c05c8,REVIEW,primary
dev_agent_cli.py,unreferenced,No references found (ref_count: 0),MEDIUM,1045,0,065c05c8,REVIEW,primary
load_ollama_model.py,unreferenced,No references found (ref_count: 0),MEDIUM,1210,0,unknown,REVIEW,primary
market_intel.py,unreferenced,No references found (ref_count: 0),MEDIUM,23350,0,unknown,REVIEW,primary
phase2_test_report_20250916_233828.json,unreferenced,No references found (ref_count: 0),LOW,524,0,unknown,QUARANTINE,primary
phase2_test_report_20250916_233907.json,unreferenced,No references found (ref_count: 0),LOW,462,0,unknown,QUARANTINE,primary
playwright.config.ts,unreferenced,No references found (ref_count: 0),MEDIUM,2856,0,unknown,REVIEW,primary
postcss.config.js,unreferenced,No references found (ref_count: 0),MEDIUM,86,0,e158fe44,REVIEW,primary
run_automated_scheduler.py,unreferenced,No references found (ref_count: 0),MEDIUM,4336,0,065c05c8,REVIEW,primary
run_tests.bat,unreferenced,No references found (ref_count: 0),LOW,2236,0,unknown,QUARANTINE,primary
run_tests.sh,unreferenced,No references found (ref_count: 0),LOW,2053,0,unknown,QUARANTINE,primary
SAFETY_TEST_README.md,unreferenced,No references found (ref_count: 0),LOW,6443,0,4df1a010,QUARANTINE,primary
setup.py,unreferenced,No references found (ref_count: 0),MEDIUM,901,0,065c05c8,REVIEW,primary
simple_email_test.py,unreferenced,No references found (ref_count: 0),LOW,2541,0,795ffb24,QUARANTINE,primary
stable_ai_server.py,unreferenced,No references found (ref_count: 0),MEDIUM,7860,0,7810265e,REVIEW,primary
stable_ai_server_clean.py,unreferenced,No references found (ref_count: 0),MEDIUM,23154,0,7810265e,REVIEW,primary
stable_ai_server_complex.py,unreferenced,No references found (ref_count: 0),MEDIUM,22640,0,7810265e,REVIEW,primary
STRESS_TEST_README.md,unreferenced,No references found (ref_count: 0),LOW,6972,0,4df1a010,QUARANTINE,primary
tailwind.config.js,unreferenced,No references found (ref_count: 0),MEDIUM,1632,0,e158fe44,REVIEW,primary
test_backend_simple.py,unreferenced,No references found (ref_count: 0),LOW,1116,0,84159316,QUARANTINE,primary
test_basic.py,unreferenced,No references found (ref_count: 0),LOW,404,0,unknown,QUARANTINE,primary
test_chat_direct.py,unreferenced,No references found (ref_count: 0),LOW,1243,0,unknown,QUARANTINE,primary
test_clean.py,unreferenced,No references found (ref_count: 0),LOW,43,0,unknown,QUARANTINE,primary
test_core_backend.py,unreferenced,No references found (ref_count: 0),LOW,1985,0,unknown,QUARANTINE,primary
test_email_notifications.py,unreferenced,No references found (ref_count: 0),LOW,6162,0,795ffb24,QUARANTINE,primary
test_gateway_status.py,unreferenced,No references found (ref_count: 0),LOW,3534,0,091644ec,QUARANTINE,primary
test_lan_ip.py,unreferenced,No references found (ref_count: 0),LOW,1386,0,84159316,QUARANTINE,primary
TEST_LOCAL.md,unreferenced,No references found (ref_count: 0),LOW,4047,0,25cb79a0,QUARANTINE,primary
test_minimal.py,unreferenced,No references found (ref_count: 0),LOW,78,0,unknown,QUARANTINE,primary
test_normalize_bot_identity.py,unreferenced,No references found (ref_count: 0),LOW,3165,0,3d885d2e,QUARANTINE,primary
test_ollama_direct.py,unreferenced,No references found (ref_count: 0),LOW,1795,0,unknown,QUARANTINE,primary
test_simple.py,unreferenced,No references found (ref_count: 0),LOW,4307,0,unknown,QUARANTINE,primary
test_system_prompt.py,unreferenced,No references found (ref_count: 0),LOW,2557,0,66dc7145,QUARANTINE,primary
test_ui_refresh.py,unreferenced,No references found (ref_count: 0),LOW,7608,0,unknown,QUARANTINE,primary
test_ultra_clean.py,unreferenced,No references found (ref_count: 0),LOW,43,0,unknown,QUARANTINE,primary
test_web_access_v2_quick.py,unreferenced,No references found (ref_count: 0),LOW,4695,0,unknown,QUARANTINE,primary
test_web_integration.py,unreferenced,No references found (ref_count: 0),LOW,4392,0,unknown,QUARANTINE,primary
test_web_search_toggle.py,unreferenced,No references found (ref_count: 0),LOW,3540,0,unknown,QUARANTINE,primary
vite.config.js,unreferenced,No references found (ref_count: 0),MEDIUM,276,0,e158fe44,REVIEW,primary
web_tools.py,unreferenced,No references found (ref_count: 0),MEDIUM,15167,0,unknown,REVIEW,primary
__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,50,0,065c05c8,REVIEW,primary
agent-dev\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,789,0,065c05c8,REVIEW,primary
agent-dev\core\agentdev_honest.py,unreferenced,No references found (ref_count: 0),MEDIUM,11383,0,065c05c8,REVIEW,primary
agent-dev\core\agentdev_real_fix.py,unreferenced,No references found (ref_count: 0),MEDIUM,10275,0,065c05c8,REVIEW,primary
agent-dev\core\agentdev_simple.py,unreferenced,No references found (ref_count: 0),MEDIUM,5918,0,065c05c8,REVIEW,primary
agent-dev\core\agentdev_ultimate.py,unreferenced,No references found (ref_count: 0),MEDIUM,29546,0,065c05c8,REVIEW,primary
agent-dev\core\enhanced_agentdev.py,unreferenced,No references found (ref_count: 0),MEDIUM,10782,0,065c05c8,REVIEW,primary
agent-dev\core\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,448,0,065c05c8,REVIEW,primary
agent-dev\docs\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,188,0,065c05c8,REVIEW,primary
agent-dev\tests\test_agentdev_brain.py,unreferenced,No references found (ref_count: 0),LOW,1643,0,d62d46c9,QUARANTINE,primary
agent-dev\tests\test_agentdev_real.py,unreferenced,No references found (ref_count: 0),LOW,724,0,d62d46c9,QUARANTINE,primary
agent-dev\tests\test_agentdev_super.py,unreferenced,No references found (ref_count: 0),LOW,741,0,d62d46c9,QUARANTINE,primary
agent-dev\tests\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,180,0,065c05c8,REVIEW,primary
agent-dev\tools\agent_module_tester.py,unreferenced,No references found (ref_count: 0),LOW,5603,0,unknown,QUARANTINE,primary
agent-dev\tools\upgrade_agentdev.py,unreferenced,No references found (ref_count: 0),MEDIUM,17075,0,065c05c8,REVIEW,primary
agent-dev\tools\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,208,0,065c05c8,REVIEW,primary
agent-dev\validation\integration.py,unreferenced,No references found (ref_count: 0),MEDIUM,7439,0,065c05c8,REVIEW,primary
agent-dev\validation\test_validation_system.py,unreferenced,No references found (ref_count: 0),LOW,1820,0,065c05c8,QUARANTINE,primary
agent-dev\validation\validation_system.py,unreferenced,No references found (ref_count: 0),MEDIUM,16644,0,065c05c8,REVIEW,primary
agent-dev\validation\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,407,0,065c05c8,REVIEW,primary
ci\check_policy_loaded.py,unreferenced,No references found (ref_count: 0),MEDIUM,2771,0,unknown,REVIEW,primary
ci\check_protected_files.py,unreferenced,No references found (ref_count: 0),MEDIUM,2502,0,unknown,REVIEW,primary
ci\check_skip_not_cancel.py,unreferenced,No references found (ref_count: 0),MEDIUM,8792,0,unknown,REVIEW,primary
clients\ollama_client.py,unreferenced,No references found (ref_count: 0),MEDIUM,15360,0,065c05c8,REVIEW,primary
clients\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,252,0,065c05c8,REVIEW,primary
common\http.py,unreferenced,No references found (ref_count: 0),MEDIUM,10463,0,065c05c8,REVIEW,primary
config\brand.py,unreferenced,No references found (ref_count: 0),MEDIUM,4226,0,unknown,REVIEW,primary
config\manager.py,unreferenced,No references found (ref_count: 0),MEDIUM,3749,0,d62d46c9,REVIEW,primary
config\validate_env.py,unreferenced,No references found (ref_count: 0),MEDIUM,7170,0,unknown,REVIEW,primary
config\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,621,0,d62d46c9,REVIEW,primary
config\agent_dev\config.py,unreferenced,No references found (ref_count: 0),MEDIUM,1950,0,unknown,REVIEW,primary
config\core\config.py,unreferenced,No references found (ref_count: 0),MEDIUM,1798,0,d62d46c9,REVIEW,primary
config\platform\config.py,unreferenced,No references found (ref_count: 0),MEDIUM,1946,0,d62d46c9,REVIEW,primary
config\shared\config.py,unreferenced,No references found (ref_count: 0),MEDIUM,1823,0,d62d46c9,REVIEW,primary
core\performance\model_warmup_manager.py,unreferenced,No references found (ref_count: 0),MEDIUM,17198,0,065c05c8,REVIEW,primary
desktop_app\test_ping.py,unreferenced,No references found (ref_count: 0),LOW,3755,0,795ffb24,QUARANTINE,primary
e2e\global-setup.ts,unreferenced,No references found (ref_count: 0),MEDIUM,2973,0,unknown,REVIEW,primary
e2e\global-teardown.ts,unreferenced,No references found (ref_count: 0),MEDIUM,2066,0,unknown,REVIEW,primary
e2e\test_niche_ui.spec.ts,unreferenced,No references found (ref_count: 0),LOW,10729,0,unknown,QUARANTINE,primary
gateway_poc\gateway\config.py,unreferenced,No references found (ref_count: 0),MEDIUM,7259,0,unknown,REVIEW,primary
gateway_poc\scripts\load_test.js,unreferenced,No references found (ref_count: 0),LOW,4018,0,unknown,QUARANTINE,primary
libs\design_tokens.py,unreferenced,No references found (ref_count: 0),MEDIUM,7099,0,unknown,REVIEW,primary
libs\performance_tracker.py,unreferenced,No references found (ref_count: 0),MEDIUM,5022,0,unknown,REVIEW,primary
libs\system_prompt.py,unreferenced,No references found (ref_count: 0),MEDIUM,3632,0,unknown,REVIEW,primary
libs\lang\detect.py,unreferenced,No references found (ref_count: 0),MEDIUM,8129,0,unknown,REVIEW,primary
metrics\web_metrics.py,unreferenced,No references found (ref_count: 0),MEDIUM,17952,0,unknown,REVIEW,primary
mobile_app_new\android\gradlew.bat,unreferenced,No references found (ref_count: 0),MEDIUM,2404,0,unknown,REVIEW,primary
mobile_app_new\android\app\src\main\java\io\flutter\plugins\GeneratedPluginRegistrant.java,unreferenced,No references found (ref_count: 0),MEDIUM,2130,0,unknown,REVIEW,primary
mobile_app_new\android\app\src\main\kotlin\com\example\mobile_app_new\MainActivity.kt,unreferenced,No references found (ref_count: 0),MEDIUM,133,0,795ffb24,REVIEW,primary
mobile_app_new\ios\Flutter\flutter_export_environment.sh,unreferenced,No references found (ref_count: 0),MEDIUM,512,0,unknown,REVIEW,primary
mobile_app_new\ios\Flutter\ephemeral\flutter_lldb_helper.py,unreferenced,No references found (ref_count: 0),MEDIUM,1276,0,unknown,REVIEW,primary
mobile_app_new\ios\Runner\AppDelegate.swift,unreferenced,No references found (ref_count: 0),MEDIUM,404,0,795ffb24,REVIEW,primary
mobile_app_new\ios\Runner\GeneratedPluginRegistrant.h,unreferenced,No references found (ref_count: 0),MEDIUM,378,0,unknown,REVIEW,primary
mobile_app_new\ios\Runner\Runner-Bridging-Header.h,unreferenced,No references found (ref_count: 0),MEDIUM,39,0,795ffb24,REVIEW,primary
mobile_app_new\ios\RunnerTests\RunnerTests.swift,unreferenced,No references found (ref_count: 0),MEDIUM,297,0,795ffb24,REVIEW,primary
mobile_app_new\linux\flutter\generated_plugin_registrant.h,unreferenced,No references found (ref_count: 0),MEDIUM,303,0,795ffb24,REVIEW,primary
mobile_app_new\linux\runner\my_application.h,unreferenced,No references found (ref_count: 0),MEDIUM,406,0,795ffb24,REVIEW,primary
mobile_app_new\macos\Flutter\GeneratedPluginRegistrant.swift,unreferenced,No references found (ref_count: 0),MEDIUM,883,0,795ffb24,REVIEW,primary
mobile_app_new\macos\Flutter\ephemeral\flutter_export_environment.sh,unreferenced,No references found (ref_count: 0),MEDIUM,474,0,unknown,REVIEW,primary
mobile_app_new\macos\Runner\AppDelegate.swift,unreferenced,No references found (ref_count: 0),MEDIUM,324,0,795ffb24,REVIEW,primary
mobile_app_new\macos\Runner\MainFlutterWindow.swift,unreferenced,No references found (ref_count: 0),MEDIUM,403,0,795ffb24,REVIEW,primary
mobile_app_new\macos\RunnerTests\RunnerTests.swift,unreferenced,No references found (ref_count: 0),MEDIUM,302,0,795ffb24,REVIEW,primary
mobile_app_new\windows\flutter\generated_plugin_registrant.h,unreferenced,No references found (ref_count: 0),MEDIUM,302,0,795ffb24,REVIEW,primary
mobile_app_new\windows\runner\flutter_window.cpp,unreferenced,No references found (ref_count: 0),MEDIUM,2193,0,795ffb24,REVIEW,primary
mobile_app_new\windows\runner\flutter_window.h,unreferenced,No references found (ref_count: 0),MEDIUM,961,0,795ffb24,REVIEW,primary
mobile_app_new\windows\runner\main.cpp,unreferenced,No references found (ref_count: 0),MEDIUM,1310,0,795ffb24,REVIEW,primary
mobile_app_new\windows\runner\resource.h,unreferenced,No references found (ref_count: 0),MEDIUM,448,0,795ffb24,REVIEW,primary
mobile_app_new\windows\runner\utils.cpp,unreferenced,No references found (ref_count: 0),MEDIUM,1862,0,795ffb24,REVIEW,primary
mobile_app_new\windows\runner\utils.h,unreferenced,No references found (ref_count: 0),MEDIUM,691,0,795ffb24,REVIEW,primary
mobile_app_new\windows\runner\win32_window.cpp,unreferenced,No references found (ref_count: 0),MEDIUM,8822,0,795ffb24,REVIEW,primary
mobile_app_new\windows\runner\win32_window.h,unreferenced,No references found (ref_count: 0),MEDIUM,3624,0,795ffb24,REVIEW,primary
mobile_app_simple\scan_secrets.sh,unreferenced,No references found (ref_count: 0),MEDIUM,1693,0,795ffb24,REVIEW,primary
mobile_app_simple\android\app\src\main\java\io\flutter\plugins\GeneratedPluginRegistrant.java,unreferenced,No references found (ref_count: 0),MEDIUM,2399,0,unknown,REVIEW,primary
mobile_app_simple\android\app\src\main\kotlin\com\stillme\mobile\MainActivity.kt,unreferenced,No references found (ref_count: 0),MEDIUM,125,0,795ffb24,REVIEW,primary
mobile_app_simple\ios\Flutter\flutter_export_environment.sh,unreferenced,No references found (ref_count: 0),MEDIUM,515,0,unknown,REVIEW,primary
mobile_app_simple\macos\Flutter\GeneratedPluginRegistrant.swift,unreferenced,No references found (ref_count: 0),MEDIUM,1009,0,795ffb24,REVIEW,primary
mobile_app_simple\macos\Flutter\ephemeral\flutter_export_environment.sh,unreferenced,No references found (ref_count: 0),MEDIUM,477,0,unknown,REVIEW,primary
mobile_app_simple\windows\runner\main.cpp,unreferenced,No references found (ref_count: 0),MEDIUM,1313,0,795ffb24,REVIEW,primary
niche_radar\collectors.py,unreferenced,No references found (ref_count: 0),MEDIUM,19848,0,unknown,REVIEW,primary
niche_radar\feedback.py,unreferenced,No references found (ref_count: 0),MEDIUM,18478,0,unknown,REVIEW,primary
niche_radar\playbook.py,unreferenced,No references found (ref_count: 0),MEDIUM,28740,0,unknown,REVIEW,primary
niche_radar\scoring.py,unreferenced,No references found (ref_count: 0),MEDIUM,20046,0,unknown,REVIEW,primary
niche_radar\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,1592,0,unknown,REVIEW,primary
oi_adapter\interpreter_controller.py,unreferenced,No references found (ref_count: 0),MEDIUM,19089,0,065c05c8,REVIEW,primary
oi_adapter\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,0,0,f814bff5,REVIEW,primary
policy\tool_gate.py,unreferenced,No references found (ref_count: 0),MEDIUM,17975,0,unknown,REVIEW,primary
runtime\file_policy.py,unreferenced,No references found (ref_count: 0),MEDIUM,12880,0,unknown,REVIEW,primary
runtime\file_policy.ts,unreferenced,No references found (ref_count: 0),MEDIUM,14811,0,unknown,REVIEW,primary
runtime\interaction_policy.py,unreferenced,No references found (ref_count: 0),MEDIUM,8228,0,unknown,REVIEW,primary
runtime\interaction_policy.ts,unreferenced,No references found (ref_count: 0),MEDIUM,8861,0,unknown,REVIEW,primary
runtime\policy_loader.py,unreferenced,No references found (ref_count: 0),MEDIUM,4870,0,unknown,REVIEW,primary
runtime\skip_diagnose.py,unreferenced,No references found (ref_count: 0),MEDIUM,12366,0,unknown,REVIEW,primary
runtime\skip_diagnose.ts,unreferenced,No references found (ref_count: 0),MEDIUM,12536,0,unknown,REVIEW,primary
scripts\benchmark_router.py,unreferenced,No references found (ref_count: 0),MEDIUM,23700,0,unknown,REVIEW,primary
scripts\calibrate_router.py,unreferenced,No references found (ref_count: 0),MEDIUM,17452,0,7810265e,REVIEW,primary
scripts\check_policy_compliance.py,unreferenced,No references found (ref_count: 0),MEDIUM,5020,0,unknown,REVIEW,primary
scripts\compute_base_url.ps1,unreferenced,No references found (ref_count: 0),MEDIUM,1670,0,e5e7d55e,REVIEW,primary
scripts\compute_base_url.sh,unreferenced,No references found (ref_count: 0),MEDIUM,1093,0,e5e7d55e,REVIEW,primary
scripts\debug_router.py,unreferenced,No references found (ref_count: 0),MEDIUM,14032,0,7810265e,REVIEW,primary
scripts\detect_server_port.ps1,unreferenced,No references found (ref_count: 0),MEDIUM,913,0,e5e7d55e,REVIEW,primary
scripts\get_tailscale_ip.ps1,unreferenced,No references found (ref_count: 0),MEDIUM,959,0,e5e7d55e,REVIEW,primary
scripts\get_tailscale_ip.sh,unreferenced,No references found (ref_count: 0),MEDIUM,748,0,e5e7d55e,REVIEW,primary
scripts\install_hooks.py,unreferenced,No references found (ref_count: 0),MEDIUM,6960,0,unknown,REVIEW,primary
scripts\kill-by-port.ps1,unreferenced,No references found (ref_count: 0),MEDIUM,756,0,35cce8b7,REVIEW,primary
scripts\monitor_router.py,unreferenced,No references found (ref_count: 0),MEDIUM,12562,0,7810265e,REVIEW,primary
scripts\router.py,unreferenced,No references found (ref_count: 0),MEDIUM,8739,0,7810265e,REVIEW,primary
scripts\router_cli.py,unreferenced,No references found (ref_count: 0),MEDIUM,14672,0,7810265e,REVIEW,primary
scripts\router_dashboard.py,unreferenced,No references found (ref_count: 0),MEDIUM,16896,0,7810265e,REVIEW,primary
scripts\router_manager.py,unreferenced,No references found (ref_count: 0),MEDIUM,17608,0,7810265e,REVIEW,primary
scripts\router_tools.py,unreferenced,No references found (ref_count: 0),MEDIUM,26424,0,7810265e,REVIEW,primary
scripts\run_qa_suite.py,unreferenced,No references found (ref_count: 0),MEDIUM,9343,0,unknown,REVIEW,primary
scripts\run_reflection_tests.py,unreferenced,No references found (ref_count: 0),LOW,12263,0,065c05c8,QUARANTINE,primary
scripts\run_tests.py,unreferenced,No references found (ref_count: 0),LOW,6115,0,unknown,QUARANTINE,primary
scripts\setup_qa_environment.py,unreferenced,No references found (ref_count: 0),MEDIUM,7388,0,unknown,REVIEW,primary
scripts\smoke_test.ps1,unreferenced,No references found (ref_count: 0),LOW,4376,0,e5e7d55e,QUARANTINE,primary
scripts\smoke_test.sh,unreferenced,No references found (ref_count: 0),LOW,2795,0,e5e7d55e,QUARANTINE,primary
scripts\start_api.ps1,unreferenced,No references found (ref_count: 0),MEDIUM,1735,0,35cce8b7,REVIEW,primary
scripts\start_server.ps1,unreferenced,No references found (ref_count: 0),MEDIUM,1274,0,e5e7d55e,REVIEW,primary
scripts\start_server.sh,unreferenced,No references found (ref_count: 0),MEDIUM,1032,0,e5e7d55e,REVIEW,primary
scripts\start_web.ps1,unreferenced,No references found (ref_count: 0),MEDIUM,1559,0,35cce8b7,REVIEW,primary
scripts\stop_server.ps1,unreferenced,No references found (ref_count: 0),MEDIUM,1994,0,e5e7d55e,REVIEW,primary
scripts\stop_server.sh,unreferenced,No references found (ref_count: 0),MEDIUM,1300,0,e5e7d55e,REVIEW,primary
scripts\test_external_access.ps1,unreferenced,No references found (ref_count: 0),LOW,3407,0,e5e7d55e,QUARANTINE,primary
scripts\test_router.py,unreferenced,No references found (ref_count: 0),LOW,23842,0,7810265e,QUARANTINE,primary
scripts\validate_router.py,unreferenced,No references found (ref_count: 0),MEDIUM,20059,0,7810265e,REVIEW,primary
scripts\wait_ready.ps1,unreferenced,No references found (ref_count: 0),MEDIUM,1391,0,e5e7d55e,REVIEW,primary
scripts\wait_ready.sh,unreferenced,No references found (ref_count: 0),MEDIUM,1009,0,e5e7d55e,REVIEW,primary
security\content_wrap.py,unreferenced,No references found (ref_count: 0),MEDIUM,18250,0,unknown,REVIEW,primary
src\hooks\useChat.js,unreferenced,No references found (ref_count: 0),MEDIUM,1200,0,e158fe44,REVIEW,primary
src\hooks\useGateway.js,unreferenced,No references found (ref_count: 0),MEDIUM,927,0,e158fe44,REVIEW,primary
src\hooks\useTheme.js,unreferenced,No references found (ref_count: 0),MEDIUM,788,0,e158fe44,REVIEW,primary
stillme_core\framework.py,unreferenced,No references found (ref_count: 0),MEDIUM,47881,0,dde1d77f,REVIEW,primary
stillme_core\__init__.py,unreferenced,No references found (ref_count: 0),MEDIUM,522,0,dde1d77f,REVIEW,primary
stillme_core\adapters\gpt5_client.py,unreferenced,No references found (ref_count: 0),MEDIUM,2398,0,dde1d77f,REVIEW,primary
stillme_core\adapters\ollama_client.py,unreferenced,No references found (ref_count: 0),MEDIUM,3435,0,dde1d77f,REVIEW,primary
stillme_core\common\config.py,unreferenced,No references found (ref_count: 0),MEDIUM,11297,0,dde1d77f,REVIEW,primary
